	Unnamed: 0	author	comment	origin	origin_status	english	category
238	239	Phoenix 	"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love
Will your eyes still smile from your cheeks
And darling I will be loving you 'til we're 70
And baby my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Oh me I fall in love with you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mm
I know you will still love me the same
'Cause honey your soul can never grow old, it's evergreen
Baby your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
I'll just keep on making the same mistakes
Hoping that you'll understand
But baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are, oh
So baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are (maybe)
And we found love right where we are"	Thinking Out Loud	1	TRUE	-1
156	156	PilipinasKalayaan	This song cant be removed on mind	All of Me	1	TRUE	0
110	110	Please help me reach 500 subscriber with no Videos	This song never gets old. No matter how much I listen to it, I never get bored.	Thinking Out Loud	1	TRUE	0
189	190	PoisionJoe	6 years later this song is still good	Thinking Out Loud	1	TRUE	0
89	89	Pop Chill Viber	Music I'll never get tired of listening 	Another Love	1	TRUE	0
293	296	Prapti Panchal	When is 2023 but you still cant get over the 2014 - 2017 era of Ed.	Thinking Out Loud	1	TRUE	0
78	78	Precious Nzimande	I lost my cousin best friend to gun violence, which was almost like my older cousin. I feel so sad listening to this song. I love this song	Another Love	1	TRUE	1
91	91	Princess	"I sound this song for the first time in my dance class, my teacher made a dance with this song.. I was filling in love with this song and the dance. 
It's my favorite one! I can feel the words when I'm dancing... And I'm know how it's feel to be so hurts from relationship. I'm know how it feels like when you can never fully trust someone because what you been through...so.. ye it's one of the best songs!"	Because Of You	1	TRUE	1
51	51	Princess Scott	Kelly Clarkston is amazing and a great singer	Because Of You	1	TRUE	0
186	187	Princess Scott	Love this song just as much as break away   I love you Kelly Clarkson	Because Of You	1	TRUE	0
122	122	PRIYANSH SHARMA	Can't get over it , even though its 2023	All of Me	1	TRUE	0
182	184	Psycho	its 2023 and still gives me goosebumps	All of Me	1	TRUE	0
195	196	Puleng Tsotetsi	My favourite 	Thinking Out Loud	1	TRUE	0
279	281	Purva Kale	It's 2023 and this Choreography is still one of the greatest of couple choreographies of all time.	Thinking Out Loud	1	TRUE	0
236	237	PushBike Cam	Still listening in 2022, this among other songs lift me up when I'm having really dark days. Cos it how I feels but there is always something/someone bringing light back into my life.	Because Of You	1	TRUE	1
148	148	pyae thuta	I love the fact that he chose his wife for the video respect	All of Me	1	TRUE	0
47	47	Pythagoras in Boots	This song just captures the concept of 'timeless'.	All of Me	1	TRUE	0
271	273	Queen Amarni	I love this music soooooooooooooo much	Thinking Out Loud	1	TRUE	0
244	244	r o f i a	the definition of art	Another Love	1	TRUE	0
288	290	Radinka Lappen	"It's been 6 years


Still feels like yesterday every time I watch it."	Thinking Out Loud	1	TRUE	0
40	40	Raegan Rosales	my grandma told me to play this at her funeral. a week ago she died. yesterday was her funeral. we all played this. my grandpa was balling. everyone was so sad. she was such a beautiful women. i’m just glad her suffering is done and she is in a better place.	Thinking Out Loud	1	TRUE	1
115	115	Rahul p	Imagine how many people are listening to this with you rn..sharing the same thoughts,pain and sadness..we all are connected to eachother in someway or another.	Another Love	1	TRUE	1
111	111	Raisul Islam	My 5 years old lil girl listen this music 4/5 times in a day !! she said this is the best music ever she heard !! love from Bangladesh !! Love from Sehrish for creating such an wonderful masterpiece!!	Another Love	1	TRUE	0
10	10	RamoKurdish	i remember when this song came outand now it is 8 years ago	Another Love	1	TRUE	0
304	304	Rawan Barakatte	If you're here, your music taste is gold	Another Love	1	TRUE	0
209	210	Ray Raymond	"One of the absolutely best songs ever written in world history. It is however, maybe equaled by ""Perfect"" Both, stunningly good. And, I'm 71 years old. Richard :)"	Thinking Out Loud	1	TRUE	0
137	137	Rayan Boutouatou	Its just amazing 	Another Love	1	TRUE	0
210	211	Raza Music	great song, great dancing!	Thinking Out Loud	1	TRUE	0
140	140	Reagan Hinton	Still hits different 	Because Of You	1	TRUE	0
188	191	real_nigga247	2023 dis still #1 song to have ya woman forgetting everything you did wrong	All of Me	1	TRUE	0
285	287	Rebel Robin	Omg this song is just amazing <3	Thinking Out Loud	1	TRUE	0
23	23	Ree Ree Edna Thornton Pearson😍	Love this song. You really got into it!! It's deep, watching on the outside what she went thru when she was a lil girl. Her childhood was pretty rough. Dad left and parents never gave her much attention when she made stuff and try to tell them.bout school sure she felt ignored and they shut her out not her fault she's there daughter and they need to get there problems solved without hurting there kid they never wanna talk or listen or acknowledge her hard work	Because Of You	1	TRUE	1
204	207	Regina Reyes	14 year old me loves this song so much	All of Me	1	TRUE	0
64	64	Renee Grogan	This was mine and my husbands wedding song we just had our 5th anniversary..	Thinking Out Loud	1	TRUE	1
201	204	Reno Asa	I really like this song.. thanks for the song...from Indonesia came	All of Me	1	TRUE	0
247	248	Reyes Reyes	I force myself to listen to these song lol just a reminder that toxic relationship aren't worth it. Never settle again! Healed and happy now	Because Of You	1	TRUE	1
217	220	REYNA M ZEPEDA	BOTH REAL LOVE EACH OTHER WONDERFUL 	All of Me	1	TRUE	0
68	68	Richard Bentley	Love this song so much means so many things 	Thinking Out Loud	1	TRUE	0
247	248	Richard Tere	Went to his concert in auckland he's great live 	Thinking Out Loud	1	TRUE	0
102	102	Rifki Falopy	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
Oh, need a love, now
My heart is thinking of
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
72	72	Robe	Its 2023 and this song is still in my playlist!!	Thinking Out Loud	1	TRUE	0
90	90	Robert Johnson	anyone else coming back nearly 6 years later because his music is just that good.	Thinking Out Loud	1	TRUE	0
2	2	Robin Loucks	This is the number one song for all couples that truly love one another and always will until they leave this earth! Thank you Ed Sheeran!	Thinking Out Loud	1	TRUE	1
217	218	Rodney Glassner	She is STUNNING! Reminds me of someone I used to know (KT)	Thinking Out Loud	1	TRUE	0
232	233	roi palacio	im g5 student since i listened to this song and now i'm in senior high and i still get goosebumps from this song	Thinking Out Loud	1	TRUE	0
194	194	RONALDOfansuiiiiio	10 years ago and still a good song	Another Love	1	TRUE	0
212	212	RONI - The Untold Vlogger	such masterpiece 	Another Love	1	TRUE	0
79	79	Rosalva Tarrio	Lindo!	Thinking Out Loud	1	TRUE	-1
200	200	Rosie	The way it gets louder when he’s getting more emotional makes me love this song so much it’s like as he’s singing he’s realising his situation sadness is turning to anger ughhh love this such a master piece	Another Love	1	TRUE	1
57	57	Rosie Kenebrew	I love this song it's a pretty song it's a really good love song	All of Me	1	TRUE	0
266	270	ROVENA Rustani	I love this Song	All of Me	1	TRUE	0
325	325	Rowan Channer	Masterpiece	Another Love	1	TRUE	0
257	259	Rozebunny14	 beautiful	Thinking Out Loud	1	TRUE	0
38	38	RtheApocalypse	I like how john used his wife and not some random model	All of Me	1	TRUE	0
199	202	Runa Hägglund	Watching in january 2023. This shit still slaps	All of Me	1	TRUE	0
206	207	Rusminah Qumainah	This is really a song that feels very sick about a daughter's relationship with her mother, feels very related to my life now with a mother who suffers from schizophrenia.	Because Of You	1	TRUE	1
