,author,comment,origin,origin_status,Unnamed: 0,lang,time_stamps
186943,Helsa Primadiana Hentyosa,"my friend said that on 0:48 , there's a child with a raincoat appear . but i can't see anything , is that so ? :(",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:48']
186946,Muhammad Januar,guys can u hear another voice at 00:45?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186950,Ridho Destianto,"0:45 ??? suara anak kecil berkata ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
186952,Herlangga Tahir,"Who say ""heart"" at 0:46 ? ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
186966,Upin Ipin,min 00:45 ?,Ed_Sheeran-Thinking_Out_Loud,1,,fi,['00:45']
187010,Saddam,Ghostly child sound on 0:43,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
187046,Reagan Keenan,"On 1:59 it's like there in a heart
",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:59']
187060,Restu Pamudji,Listen 00:45 (word : heart) ... You will listen to child voice . I'm so scary 😱😱,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187073,han hanny,00:45 there is a child's voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187078,Klismann Johan,Do u guys hear it? Double voices at 00:45 in the lyric 'heart' its like a girl sing it with him,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187094,Ichwan,"There is something strange on the duration of the song to 00:45, I heard a child's voice!? Ed Sheeran ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187111,Benaya Firzatullah,"rewind this video, listen carefully at the 0:45 second video",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187117,Rishang Asmadi,"0:43 ""Cold""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
187124,Dita,"Try to listen at 00:45. There's additional sound (positively) ""heart"" that sounds like a child or a woman idk. Is it only me that hear that sound here?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187126,Achmad Wildanul Khakim,"Listen 00:45
""heart"" there are unknown voice",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187130,thifal samirah,what happen in 00:45 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187136,fajar haryanto,"00:45 there's someone said ""heart"" after ed said heart.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187137,Linda Napitupulu,"In 00:45 there is a boy say ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187140,Rakhmad Alfarobby,nice backingvocal 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187156,Ignatia Callista,"LISTEN CAREFULLY AT ""and baby my heart"" 0:45
A VOICE OF A KID SAYING ""heart"" AFTER ED SANG IT.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187158,lyana _,"0:44 well, this is creepy",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
187163,TheGodlyOdynn,1:18 so horny now?? wat,Ed_Sheeran-Thinking_Out_Loud,1,,pl,['1:18']
187167,Egi Wahyudi,"ON TO 00:45 Minutes Currently there Voice Young Children says "" Heart """,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187168,lil dunya,THERE'S SOMETHING ON 0:45 GUYS LISTEN,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:45']
187169,Haner Ra,"2:38 ""how""",Ed_Sheeran-Thinking_Out_Loud,1,,so,['2:38']
187170,Hafidz Faturochman,"0:45 LISTEN CAREFULLY THERE'S A SOUND OF LIL GIRL SAID ""HEART"" SO SOFTLY, HOW CAN BE????",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187171,Naufal Ryan Hartanto,I think i heard child voive at 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187174,Annisa Janiar H,"baby my heart ""heart"" like child voice ( 0:44 - 0:46)",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:44', '0:46']"
187177,Fun Archive,like no other sound in 00:45 seconds,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187179,potatoast,it just me or there was a child's voice in 0:45 ? ._.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187182,Esra Christian Siagian,Hey.at 00:45 i heared a girl sound.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187183,Via,"like a others voice in 0:45 minutes , he said "" heart """,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187188,ebljr74,"In 0:45 in ""heart"" there was a girl voice! Listen carefully please",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187190,neroowy,0:45 THERE IS A LITTLE VOICE YOU SHOULD HEAR IT!!!1,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187195,Ilham Nizar,00:45 anyone heard other voice?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187197,Ibnu Julio Prasetyo,00:45 sound little child?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187201,agus mulyono,"how can a small child could say the sound ""heart"" let you listen in 00:43 minutes. there are strange",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:43']
187202,Darjoko Ridwan,"on 00:45, did anyone hear such voice of kids followed ed sheeran said ""heart""?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187205,DAVA MAINNYA HEBAT,In 00:45 I hear a child voice ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187206,Burhanudin Zahran,At minute 00:45 heard a child's voice saying heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187207,Aaron Alexander,0:45 there something weird hear closely,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187225,Muhammad Arya Reza,"0:46 , someone replied ""heart"" is that a ghost?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
187231,Mey,"i heard a kids voice on 0:45
when ""heart"" part",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187240,Gung De,Child's voice in 0:45 ? Says 'heart',Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187246,altia ghina,00:45 waw,Ed_Sheeran-Thinking_Out_Loud,1,,sw,['00:45']
187258,abimanyu putramustika,"In second 00:45 do you now that its not only ed sheeran that say ""heart""but there is a sound of a kid.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187285,Luhung Setiaji,On the 0:46 like a child voice on there? 😨,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
187290,Leo G Freddy,Please check the voice at 0:45 i heard the kid's voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187345,Yolanda Dee,"Does anyone realize that on 00:45 there was a double voiced when Ed saying ""heart""? And I wonder if it was an error or we can call it creepy or what? Sounds like a little boy sing a long... ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187349,Farid Rudiansyah,"LISTEN CAREFULLY AT 00:40 (00:45). you will hear ""the unknown voice"".",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:40', '00:45']"
187350,Luthfi Halimawan,defaq what happen at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187357,Venov Alva,"OMG.. at 0:44 can you guys hear that? There's a weird voice singing ""heart"". is that just an effect? but that's just too weird and creepy for an effect.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
187358,WeirdPeeanutzz,Listen carefully on 0:45 ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187361,Ihdhar NurS,0:45 there's a ghost voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187370,Jayusss Jayus,00:45 Did you hear a child's voice say heart?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187374,Raihan Adhi,0:45 i heard a strange sound :/,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187376,Carolina Harli,Who's here bc that dumbass stupid at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187379,Abdul Wahid Husni,"stop video in 01:01, theres a couple shinning eyes behind the darkness.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['01:01']
187381,Ridwan Syam,"0:45 Kids Say? ""HEART""?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187392,Namanya Wanti,Ada suara anak kecil didurasi 00:41 pas nyebutin heart,Ed_Sheeran-Thinking_Out_Loud,1,,id,['00:41']
187401,sunsets and heartbreak,"Guys listen at 00:45 theres someone says ""heart"" after him",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187404,karynn fervi,"everyone ! check out 0:45 !!! and listen closely , there's a kid saying ""heart"" !!!!!!!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187406,Inov Afani,"Tryin to listen at 00:45 ""heart"" what do you think guys?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187412,Patricia Indriana,"what happens in 00:45 when he says ""heart"" ? you guys hear that too?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187413,Hady Azz,00:45 it is effect or just little kids join singing in recording room?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187416,Dwi Rusita,"there is a child's voice saying ""heart"" right in 00:45 seconds . Is that true?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187423,Christopher Ariel Widyanto,"Hear in 00:45 when say heart you can hear little boy say ""heart"" ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187425,Maudhiya Aska,"when the song was in the duration of 0:48 sound small children following the ""heart """,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:48']
187442,Muhammad Muflih Gani,"Nice song :) 

BTW,0:45 it's echo sound that crashed,play around 2:40 then you'll hear his echo sound.",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:45', '2:40']"
187449,Nevaeh Beachem,2:09 awkward!!,Ed_Sheeran-Thinking_Out_Loud,1,,af,['2:09']
187456,Bunga Tri Amanda,"Between 0:45 - 0:46 -,-",Ed_Sheeran-Thinking_Out_Loud,1,,nl,"['0:45', '0:46']"
187492,102380ruth,People say there's a creepy voice in 0:45 seconds of the song I can't hear it,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187512,fifi,DID ANYONE NOTICE THERE'S THE VOICE AT 0:45-0:46 ???????? GOSHHHH THIS IS CREEPY,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:45', '0:46']"
187530,Raditya Purnama Jati,"please listen carefully on 0:43-0:046. there are any ""kids sound"" like ghost.",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:43', '0:04']"
187538,Poordad,What's wrong in 00:45? Ghost?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187547,Poise C,Song gives me goosebumps...arrrg 3:45 is deep!,Ed_Sheeran-Thinking_Out_Loud,1,,nl,['3:45']
187550,ExtremeXskilzZ !!,00:45 is a Damn voice crack now shutup,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187553,nafis athallah,wtf 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,cy,['0:45']
187562,Brandon Sebastian Jasman,"Minute 00:45 a sound of a kid in rhe word ""heart"" ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187563,imelda Samaria,"Omg that ghost voice is true.... Dammit!!!! 
Listen to it with ear phone or headset, 00:45. 
😖😖",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187568,iqbal terimi,What's that sound at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187570,well well well,Did any of you guys heard someone's voice in the 00:45 :/,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187574,Musy A,"Go on 0:45


Heart~",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187590,Adri Antareza,OMG 0:45 ghost singing ......,Ed_Sheeran-Thinking_Out_Loud,1,,tl,['0:45']
187591,Adri Antareza,OMG 0:45   .......,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:45']
187600,David Akmal,Use headset if you want to hear the voice in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187602,Diamond Assassin,HEY EVERYONE YOU MUST LISTEN IN THIS SONG ON 00:45 BECAUSE THERE WAS A CHILD SING TOO,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187606,helena patricia,"Is there someone else when you take vocal to record this song?? i actually hear a boy voice says ""heart"" on 00:45. Please try it clearly",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187613,Hana Berliana,"Omg,i've heard it. On 00:45 it's not his voice..i think it's child's..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187619,RobloxTVSkits,OMG THE CREEPY VOICE AT 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['0:45']
187624,amanda addiva,did anyone hear a strange voice at 0:45 it freaked me out :p,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187629,Aloysius Cipto Prabowo,"Watch Ed Sheeran - Photograph music video, you'll find ""the 0:45 child"" you're looking for..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187636,Joan Wong,"00:45 i just came here to hear the rumours about people saying there's a girl repeating ""heart"" after ed sheeran said it, although from my opinion, that's just his voice and it's kind of a falsetto, or maybe it's too low and he didn't control his voice. i don't know about the others saying that it was another form of being.. cheers! (sorry for bad english lol)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187640,Gabriella Salviana,At 00:45 there's a child who says 'heart' after him 🙊😱,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187641,Karina Mokoginta,"it's his voice at 00:45 , his voice just cracks",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187653,krist201010,"0:45 there is a child voice saying ""heart""..listen carefully..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187702,chelsea gallegos,0:58 love that part,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:58']
187704,Mohamed Mahfouz,"0:45 After he said heart,someone repeated after him",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187712,Irene Chong,"0:45
So scared me.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187725,Danica Johanna Silahooy,"Who's that voice on 00:45?? Anyone heard that too? It was like a little boy follow Ed to say ""heart"", but it wasnt Ed's voice for sure. Or is there a possibility from recording tools or machine to make a wrong?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187727,Nana Resna,"Lol Indonesian people be like ""listen at 0:45 theres child voices"" thats ed's voice it just got cracked i know this because im indonesian and many people talk bout this here and i just hate it no offense ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187733,Muhammad Sultan Rafi,0:45 i think there is a mysterious Sound !!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187743,Renee Hardiman,"At 0:38 is SUPER SCARY!!! I heard a child saying ""hard"" when Ed is saying ""hard""!!! Use the highest volume or use headset and concentrate!!!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:38']
187744,Tongam Simanjuntak,0:45 is that just an effect or what?? its sound like kids voice saying 'heart',Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187747,Scott Moses Sunarto,"if you pay attention, at 0:45 part (My.. ""HEART""). There's a mysterious sound saying ""Heart"" right after Ed. ~_~",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187750,ujang hidayat,There was a children voice at 00:45 hiiiii....,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187751,Izza Afkarina Arifin,"0:45 ""heart"" there is a child who copied ed sheeran voice?? ceck it!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187754,Marcello Rizky Anggara Putera,Listen at 00:45 😨,Ed_Sheeran-Thinking_Out_Loud,1,,de,['00:45']
187761,Cut Putri Helyati Syakura,"CHECK OUT 0:45 AND YOU WILL HEAR A KID SAYING ""HEART"" AFTER ED SHEERAN.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187767,bronxtosaurus,"who is singing ""heart"" in the background at 0:45 Creepy",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187768,Kelvin Lee,Seriously guys ? There is no such things as kids voice in 00:45 . Its just ed sherran voice. Too high so that his voice cannot reach it. Stop with those ghost kids or whatever. Its stupid,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187769,dnielgln,what is that in 0:45 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187778,AdryanT 23,"Listen 0:45. Theres a child sing with him ""HEART"". LISTEN CAREFULLY",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187782,Lucas Cramer,"00:45 there's someone say ""heart"" . 
It's not ed! Who's that?! ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187784,tania deo,"I think i hear child voice in 00:45 he said ""heart"" same time with sheeran... it just me or anybody hear to??",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187788,Salma Jasmine,I think I hear something at 0:44,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
187790,Gee wilikers,"Anyone noticed a voice of a little child saying ""Heart"" along with ed at 00:45 ? Creeps the fuck out of me O_o",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187791,pierre LOFF,"at 0:45 i heard a voice of a child when Ed says ""Heart"":D",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187792,025_Hasea Gita,"Is this only me or there is something weird in 00:45 the word ""heart"" . I hear like a child voice",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187793,Rizky Akbar,00:45 did you hear that? Like a child's voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187796,Eva Liana Avrilla Bieber,"Anyone, did u catch another voice on 00:45?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187804,hungry_gorilla231,"00:45 after he says heart, there is a child voice following.. what te hell",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187805,Muhammad Wafi Rahman,i heard the child's voice in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187806,BagirBsa,"there is little boy say hearts after Ed Sheeran Sing Baby My Heart
on 00:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187807,Gamma Gamma,"0:45 ,heart",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187808,grace michellekoe,"Hai guys i just wannna tell all of you on 00:45 
have a mysterius sound it's just like a kid that say ""Heart"" when i hear that suddenly i believe it then my brother told me have a sound of a kid suddenly when on 12:00 I just hear have a sound of a kid but it's scary . After that i hear on my house the chair was moving by itself . Hmmm I'm become scared . 😱😨😵😓",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:45', '12:00']"
187810,Neny Apriani,Di detik 00:45 nya janggal,Ed_Sheeran-Thinking_Out_Loud,1,,id,['00:45']
187811,Reno Deryan,whose child on 0:45?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187820,Laurentia Christine,Please ATTENTION.. please hear on 00:43 - 00:46 there is kids voice sing 'heart' with Ed Sheran... is it only me hear that????,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:43', '00:46']"
187822,Ketut Toto,"Listen to 0:45
There's something weird
I was hearing ""kid's voice"" say ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187823,Mayang Rizki,Kids say heart at 00:36,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:36']
187833,kiki rifqidhiawafi,What sound is that on 00:45?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187834,Dani Mifta,"why everybody being crazy when thy heard about 00:45 ""heart""?? if you don't know all about music, don't comment on it.. everybody knows it just an technical problem/cracked voice... why everybody bother with? just think twice before you act",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187835,Afif Arbi Wibawa,mungkin di detik 00:45 itu suara gemanya ed sheeran atau suara false nya pkir positif aja guys ;):),Ed_Sheeran-Thinking_Out_Loud,1,,id,['00:45']
187838,Fathan Adinalendra,theres a child voice at 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187840,Michael Saputera,"0:45 "" heart "" . is it ed sherran voices ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187847,Angger Fadil,hey at 00:48 seconds you heard it right after said Heard no noise heard children who follow clearly,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:48']
187851,teresa machel,"listen in the 0:44 - 0:45, you can hear another voice. its like kids voice but sounds creepy.",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:44', '0:45']"
187852,rahmat hadi,Listen to 0:45 second. There is a child voice sing. !!!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187853,Crishantys,"i heard little boy voice say ""heart"" at 0:46 !!!!!!! SO SCARE",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
187856,Mei Zhu,"Please listen at 00:45 duration is it have children voice say ""heart"" ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187858,ashley tebiono,at 0:45 theres another voice (heart) that's MAD!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187863,Marcellino Senewe,"hey guys, try to hear at 0:45 there's a mysterious boy voice said heart.... Ed Sheeran it's freakin' me out when heared that voice...",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187864,Freddy Tristanto,Have you hear some children is follow ed sheeran sing heart at 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187874,Aldo Dofsky,"0:45 what is that? like a child sound saying ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187878,yamii wahyuni,how come there's a kid voice on 0:45 ??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187880,Nitaa Verena,"Listen minutes to 0:45 
There is a child's voice, right? ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
187881,Tiefanny Meyriza,There is another voice beside ed. At 00:45 like theres a child singing heart beside ed. Ilso creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
187884,Dewi Anggun Lestari,"Listen again at 00:45. There is any child's voice say ""heart"" after ed say ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
